Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout
2031-01-26,3089914.26,4833170.94,473776570.2,122164335.5,19022100.74,5025468.54,5195410.32,-1743256.68,6.42,0.0,-0.35,893646.28,1403710.06,1206085.55
2031-01-27,8983777.82,4776068.09,82065527.49,128024155.3,32410786.25,7759438.18,6618090.35,4207709.73,3.95,0.05,0.54,1932271.14,1385096.85,2089470.25
2031-01-28,9685242.2,4541137.47,227559234.0,25223310.52,41122548.86,14944547.88,6258234.63,5144104.73,0.61,0.02,0.34,1196654.68,145453.27,451668.19
2031-01-29,9555464.32,1236307.2,457896854.0,273308182.0,43709341.9,10715646.34,2946653.8,8319157.13,6.25,0.02,0.78,1959999.98,68591.39,2715556.71
2031-01-30,5267564.46,2662639.6,274215057.0,385851973.1,70659478.73,6981799.76,5623357.14,2604924.86,5.46,0.01,0.37,554095.59,395281.02,1273495.85
2031-01-31,6813255.17,1470538.19,192625964.5,48721773.26,46288698.05,4459545.3,7823423.97,5342716.99,1.05,0.03,1.2,1688953.49,1354438.11,495476.2
2031-02-01,4158235.11,4927899.42,165438528.1,182906768.0,81333533.19,4327411.29,1638071.85,-769664.3,2.25,0.0,-0.18,1467993.92,1030334.9,2713415.11
2031-02-02,3266191.53,3175143.51,462485856.1,137726612.6,30188670.3,9222144.41,6697927.34,91048.02,4.56,0.0,0.01,152898.0,1181121.83,2096049.7
2031-02-03,4272666.42,1029879.87,215491707.9,306302610.5,63743977.54,10645727.86,6216309.4,3242786.55,4.81,0.02,0.3,174112.2,716915.83,1997283.76
2031-02-04,5568493.41,1522713.32,143146660.3,171633420.7,70969426.41,6473191.03,4762014.62,4045780.09,2.42,0.03,0.63,1908234.57,1049455.02,2424763.51
2031-02-05,6455571.71,2581803.31,293357189.7,248590474.1,83566706.26,8735007.47,7612771.65,3873768.4,2.97,0.01,0.44,787165.56,1307370.62,575401.99
2031-02-06,1796432.52,664473.51,299211008.3,188736624.7,72286628.23,12638945.52,1595157.64,1131959.01,2.61,0.0,0.09,1384771.92,942371.93,246471.67
2031-02-07,5523733.84,3183214.45,320846715.3,287465694.8,99161124.14,9234040.29,4493531.81,2340519.38,2.9,0.01,0.25,1001613.77,250676.5,1434297.62
2031-02-08,4267740.67,3544310.24,243692334.6,49252197.48,59559704.15,9135825.21,3431880.7,723430.43,0.83,0.0,0.08,1360631.66,408099.85,770911.27
2031-02-09,1756961.26,3432500.71,323837272.7,171177917.7,18439887.36,2945554.32,4284779.66,-1675539.46,9.28,-0.01,-0.57,1314483.48,1360964.81,2035318.37
2031-02-10,8897248.12,4694126.47,267335992.4,321394292.1,87381520.73,9358239.52,7515458.67,4203121.65,3.68,0.02,0.45,184717.38,508106.94,448461.85
2031-02-11,6582785.96,3165576.48,386971851.6,326686943.5,84785425.39,14960342.43,4237497.71,3417209.48,3.85,0.01,0.23,1688549.91,1436171.09,669679.81
2031-02-12,6697913.12,3156038.0,356102500.6,217664559.1,39276155.65,11493239.46,5363484.18,3541875.11,5.54,0.01,0.31,1840047.26,1288879.29,1656076.75
2031-02-13,8894804.87,1048487.42,222727497.4,254377771.0,59181268.76,3548828.74,1282348.16,7846317.45,4.3,0.04,2.21,1515026.39,1120881.61,453478.72
2031-02-14,7111920.87,4271518.8,424118081.5,151679183.8,60596993.0,5280091.57,5151761.37,2840402.07,2.5,0.01,0.54,1615099.05,79494.57,1532633.84
2031-02-15,5998885.35,4983502.62,287329830.0,226908844.5,55136616.43,5983400.84,2774148.38,1015382.73,4.12,0.0,0.17,247218.89,236693.93,2449406.26
2031-02-16,8294979.98,3792152.85,326884111.3,342401644.1,17104546.27,13655470.56,7691539.05,4502827.13,20.02,0.01,0.33,1979338.11,1370709.63,2774692.55
2031-02-17,9365762.3,534032.94,109170104.0,353438617.7,45563976.77,6171109.06,6319079.41,8831729.36,7.76,0.08,1.43,1873484.94,1366721.35,809919.63
2031-02-18,2052082.37,4781315.04,336243220.9,259493943.4,12133697.83,6436177.85,2450360.3,-2729232.67,21.39,-0.01,-0.42,113979.88,1166461.75,2855612.5
2031-02-19,3321474.65,3776849.4,346709265.0,242628619.6,13030876.35,3731729.01,4629953.44,-455374.75,18.62,0.0,-0.12,132134.32,1020273.53,2093566.9
2031-02-20,1336133.7,3423409.92,230672442.1,246150036.5,64616226.0,3030643.7,895579.64,-2087276.22,3.81,-0.01,-0.69,1213847.45,365782.16,1252144.75
2031-02-21,1414023.78,3574664.44,354410571.8,378235241.3,30925539.3,6952373.99,7727638.92,-2160640.66,12.23,-0.01,-0.31,839840.58,283427.43,2537283.98
2031-02-22,8331172.48,3246502.02,76786115.16,332733845.9,26306495.11,2878861.74,1500622.52,5084670.46,12.65,0.07,1.77,1462644.75,718259.67,2330826.62
2031-02-23,8843145.31,2462569.38,497689842.7,372025390.6,69551585.96,6432461.43,7373668.63,6380575.93,5.35,0.01,0.99,673015.05,387707.67,2969113.59
2031-02-24,5920392.51,2759877.55,401912639.5,41906081.24,88347426.96,13057468.86,6226368.83,3160514.97,0.47,0.01,0.24,1288734.83,142222.08,572417.7
2031-02-25,9364383.9,1960636.23,113010843.9,286433045.9,89756359.49,12081568.86,5696901.72,7403747.67,3.19,0.07,0.61,494271.84,989748.08,403515.84
2031-02-26,6609683.14,3523517.35,489024590.4,353294420.8,26509797.68,5033326.69,4017805.61,3086165.8,13.33,0.01,0.61,1039304.54,749614.94,255372.02
2031-02-27,1129541.4,864707.97,302297042.5,41980890.79,39362852.62,7718123.32,1246847.85,264833.43,1.07,0.0,0.03,571746.21,1403509.9,751288.91
2031-02-28,2206137.06,4553158.39,113887395.4,297012803.4,26616921.16,10619353.65,1768714.2,-2347021.33,11.16,-0.02,-0.22,1512370.5,834110.17,859901.51
2031-03-01,1414023.78,3574664.44,354410571.8,378235241.3,30925539.3,6952373.99,7727638.92,-2160640.66,12.23,-0.01,-0.31,839840.58,283427.43,2537283.98
2031-03-02,9997459.06,3736408.0,55673383.99,271185416.6,97126874.33,4582379.5,2873428.48,6261051.06,2.79,0.11,1.37,1536989.18,185604.18,509265.74
2031-03-03,6918516.03,3638391.2,142559268.0,319794339.3,78791804.78,6001021.77,5501955.86,3280124.83,4.06,0.02,0.55,1701596.42,214185.27,669079.42
2031-03-04,1964548.1,1128430.65,350512107.5,125584054.9,51321162.1,3784900.43,4971069.87,836117.46,2.45,0.0,0.22,819536.38,696308.24,559030.14
2031-03-05,9096171.16,2675955.41,350857691.0,160010589.6,11493323.26,2699796.82,1064590.37,6420215.75,13.92,0.02,2.38,238861.67,1093941.33,508518.95
2031-03-06,6986774.99,3722678.03,321707953.8,374429993.1,66047806.29,11412379.45,5687325.51,3264096.95,5.67,0.01,0.29,1122379.86,1023391.41,1830496.67
2031-03-07,6941776.39,4379574.28,328815201.9,316542927.0,34170595.07,10739258.93,921682.21,2562202.11,9.26,0.01,0.24,432091.48,1249992.77,1725011.16
2031-03-08,7587945.48,3093297.62,151995381.0,175658980.1,27447676.11,11882092.09,7320721.28,4494647.86,6.4,0.03,0.38,337977.34,345091.11,1603358.92
2031-03-09,3181687.59,829381.66,282457682.8,339124610.5,48561211.35,8767069.88,2559994.02,2352305.93,6.98,0.01,0.27,707469.61,234298.79,1380448.63
2031-03-10,1082773.46,3464525.15,398594089.0,214229072.9,82599854.77,8220383.91,1161008.23,-2381751.69,2.59,-0.01,-0.29,267954.24,219284.46,728761.4
2031-03-11,4961372.44,3345189.3,467150435.6,78575116.41,60119059.89,9511491.65,2554910.75,1616183.15,1.31,0.0,0.17,193108.83,817823.74,1358741.72
2031-03-12,1407045.6,3041785.1,228641682.7,205781176.1,45267343.59,13568873.89,7382354.58,-1634739.5,4.55,-0.01,-0.12,1929191.91,109569.43,2189082.32
2031-03-13,6598780.3,2715250.35,435081766.5,299088694.2,75970009.65,11854525.47,6363348.69,3883529.95,3.94,0.01,0.33,1689235.5,649346.57,1040870.86
2031-03-14,3947476.17,2496875.99,497946882.3,173368380.9,46697329.45,3711929.74,7649803.76,1450600.18,3.71,0.0,0.39,1506968.09,268385.88,1447599.46
2031-03-15,9198344.66,3713391.19,435730665.7,389769701.9,76516027.83,11549907.91,4077375.44,5484953.47,5.09,0.01,0.47,1036757.24,384920.0,1707125.64
2031-03-16,8052877.11,1314396.29,81338516.67,81953428.03,91217173.0,10773611.64,3102192.13,6738480.83,0.9,0.08,0.63,1289098.27,922445.58,2155420.33
2031-03-17,9064821.7,2693440.39,104623222.7,71085349.18,15981699.32,8831114.0,6034458.27,6371381.31,4.45,0.06,0.72,903592.73,357107.32,1643051.79
2031-03-18,9723722.82,1141229.94,493245345.3,244629515.2,82130119.86,9719148.22,7549432.8,8582492.88,2.98,0.02,0.88,1148253.51,1164708.06,313333.73
2031-03-19,8255811.52,2534895.63,442739227.8,45974216.12,83862654.47,5932062.13,4182648.22,5720915.89,0.55,0.01,0.96,809371.01,566786.87,2727237.51
2031-03-20,5444160.37,1422429.33,80677539.22,207083682.4,15990825.51,8049380.14,1104356.09,4021731.04,12.95,0.05,0.5,687978.9,239419.85,2936969.84
2031-03-21,6160940.99,4076642.97,112660417.0,81825902.65,81795903.7,10343653.72,6171441.76,2084298.02,1.0,0.02,0.2,1053552.11,1203539.37,1251841.97
2031-03-22,2757186.89,846289.41,415296404.6,290957499.2,73665730.0,2272143.53,1746914.98,1910897.48,3.95,0.0,0.84,1613142.37,977093.46,166836.56
2031-03-23,3442141.29,2539799.76,282055742.5,354519609.6,55702455.76,4734141.23,6562011.58,902341.53,6.36,0.0,0.19,300735.66,1044832.17,652199.14
2031-03-24,6011211.36,2078203.17,163508459.1,178271684.1,25062132.9,10555328.83,5437305.8,3933008.19,7.11,0.02,0.37,1548486.31,656054.34,2996823.63
2031-03-25,7336717.91,4605635.06,343016413.2,94191429.12,20790198.41,11362046.99,5024340.67,2731082.86,4.53,0.01,0.24,394093.47,820442.93,1880153.24
2031-03-26,1407736.09,3463033.26,116353637.0,75845829.64,53608419.56,9210931.32,7244366.89,-2055297.17,1.41,-0.02,-0.22,113474.44,157408.62,832499.42
2031-03-27,2560362.36,3051573.17,96901161.26,288519350.6,45573338.39,6718776.93,5654257.58,-491210.82,6.33,-0.01,-0.07,765013.05,579318.97,2533703.06
2031-03-28,1990467.32,4099348.65,95470614.95,156311899.7,62534222.9,13703433.45,7106713.7,-2108881.33,2.5,-0.02,-0.15,368628.75,321015.58,2138312.69
2031-03-29,7261738.2,3661092.37,79342066.07,344911476.6,21293766.71,8132617.89,4139228.42,3600645.83,16.2,0.05,0.44,1934484.04,348536.6,1636639.31
2031-03-30,4680576.5,911690.77,448788101.2,265654321.8,17659313.75,11386858.83,3917371.62,3768885.73,15.04,0.01,0.33,1970694.2,179542.86,927208.59
2031-03-31,8324155.18,2935833.51,363154603.2,178295014.8,86329831.15,2084036.65,7199783.7,5388321.67,2.07,0.01,2.59,1821232.18,982886.1,1130339.97
2031-04-01,2118675.01,1595670.33,239822680.3,114382978.9,70398384.14,7658409.64,1354744.15,523004.68,1.62,0.0,0.07,1330668.1,1054230.56,429909.68
2031-04-02,5680612.19,4985934.13,421730433.6,93957057.95,47076228.55,9335013.62,1558992.98,694678.06,2.0,0.0,0.07,1496934.18,752109.05,2602035.25
2031-04-03,9148437.79,1731320.0,79414770.9,201222040.5,93441140.37,6967813.17,7021502.54,7417117.79,2.15,0.09,1.06,1290982.52,533871.1,1075706.02
2031-04-04,3908826.39,1725382.97,448971896.9,336974946.9,77498001.86,2211164.76,3137374.04,2183443.42,4.35,0.0,0.99,1397075.19,413020.16,778767.55
2031-04-05,6778284.82,1333098.18,480425629.2,259231924.8,16053032.26,13049471.3,3452266.4,5445186.64,16.15,0.01,0.42,668903.94,823546.3,290242.22
2031-04-06,8677085.1,595712.35,340614865.7,193925850.0,14801319.73,14601183.56,4394845.19,8081372.75,13.1,0.02,0.55,1061484.92,1295521.79,437193.67
2031-04-07,9663835.73,2916384.9,215739288.7,161260932.1,83527651.65,13376737.04,5756492.73,6747450.83,1.93,0.03,0.5,895954.89,1244429.47,427288.62
2031-04-08,9148155.78,2783604.8,213005948.7,111919451.8,70049110.35,7743838.16,1477648.48,6364550.98,1.6,0.03,0.82,266091.93,386820.0,259954.11
2031-04-09,4158235.11,4927899.42,165438528.1,182906768.0,81333533.19,4327411.29,1638071.85,-769664.3,2.25,0.0,-0.18,1467993.92,1030334.9,2713415.11
2031-04-10,5707880.6,2744996.69,397405614.3,90731641.15,45288421.92,9482714.57,3072700.34,2962883.91,2.0,0.01,0.31,777461.95,435102.02,254960.35
2031-04-11,9663835.73,2916384.9,215739288.7,161260932.1,83527651.65,13376737.04,5756492.73,6747450.83,1.93,0.03,0.5,895954.89,1244429.47,427288.62
2031-04-12,9875896.7,3679140.77,228186712.7,34277014.35,33894676.67,7448293.15,703299.89,6196755.93,1.01,0.03,0.83,1761356.26,661572.65,904049.41
2031-04-13,9445064.11,771203.26,458424951.2,122906404.7,95208062.02,6485218.92,6757435.97,8673860.86,1.29,0.02,1.34,1274395.63,1365821.61,1978727.41
2031-04-14,1635118.73,3283751.2,499256380.1,368644620.4,22967090.74,9034479.72,5572987.77,-1648632.48,16.05,0.0,-0.18,185235.06,52071.1,1928707.22
2031-04-15,6258828.81,1969075.89,292415809.1,46222885.19,70965381.69,4731393.51,3952665.3,4289752.92,0.65,0.01,0.91,562587.38,1417633.98,371606.61
2031-04-16,5938604.1,1495442.49,347136223.9,338948627.1,47007236.62,3371284.56,1741248.31,4443161.62,7.21,0.01,1.32,416423.18,1310834.69,1330136.66
2031-04-17,2209732.09,2035615.22,182069970.4,184927969.6,32605234.08,9739762.81,4190012.97,174116.87,5.67,0.0,0.02,1578027.87,939432.68,2429085.96
2031-04-18,9183883.62,4824816.43,330613559.6,336786985.5,72678682.63,10052069.6,823250.82,4359067.19,4.63,0.01,0.43,764267.36,97105.57,1642605.63
2031-04-19,9586459.25,1659573.0,418578581.2,120823932.3,91392379.75,4233782.98,6580126.78,7926886.25,1.32,0.02,1.87,986111.73,1227353.23,1850889.92
2031-04-20,5625905.4,4871277.92,358847238.5,164596729.8,59202611.39,8500757.37,3383868.6,754627.48,2.78,0.0,0.09,200369.2,338448.18,1561277.51
2031-04-21,5433562.85,4862355.45,64935209.55,287850983.8,10972997.53,12164581.87,2456369.34,571207.4,26.23,0.01,0.05,321030.28,1405491.96,2649692.58
2031-04-22,7419203.09,4350634.11,276154734.4,97224774.61,88961540.78,6437142.4,918056.4,3068568.98,1.09,0.01,0.48,397844.81,483442.92,326182.21
2031-04-23,8896357.65,2396106.51,493101382.8,250945806.5,26142040.93,10575973.55,6028493.1,6500251.14,9.6,0.01,0.61,1464329.51,1345589.46,1182989.31
2031-04-24,8643010.69,652756.9,221872837.8,139072208.7,11294330.15,5280055.05,6934511.85,7990253.79,12.31,0.04,1.51,1043812.51,1101928.84,2170945.51
2031-04-25,9879756.21,3994685.84,302550254.7,306620689.9,91759109.67,12798095.89,3655524.22,5885070.37,3.34,0.02,0.46,341509.93,292077.76,1064801.52
2031-04-26,1928114.82,3912184.38,167767557.7,321186144.2,22710118.9,3602689.13,2783678.18,-1984069.56,14.14,-0.01,-0.55,1331688.21,132793.66,2037256.41
2031-04-27,7790885.87,1085388.08,176984183.6,92240906.92,69550053.37,3650277.38,2620740.93,6705497.79,1.33,0.04,1.84,383825.11,813884.89,915114.27
2031-04-28,2257951.39,1781928.06,419539227.2,275691234.1,64317592.59,13895019.99,5292222.66,476023.33,4.29,0.0,0.03,1906414.96,152167.98,2574704.84
2031-04-29,5158052.23,2426898.27,367513638.2,334851127.2,40370885.11,8408440.63,7464166.5,2731153.97,8.29,0.01,0.32,631557.17,777806.59,2397350.82
2031-04-30,9545685.61,4418374.56,426668506.4,29573497.3,93839942.29,6063774.32,6455108.38,5127311.06,0.32,0.01,0.85,1101314.49,682268.11,174652.99
2031-05-01,9012374.06,853603.24,221189003.4,337613852.6,11723993.7,9330607.97,5903425.56,8158770.82,28.8,0.04,0.87,140184.66,789478.37,2529740.0
2031-05-02,6258828.81,1969075.89,292415809.1,46222885.19,70965381.69,4731393.51,3952665.3,4289752.92,0.65,0.01,0.91,562587.38,1417633.98,371606.61
2031-05-03,6580654.8,3249414.45,456103988.3,375786636.2,93381741.82,2128839.04,1343773.48,3331240.35,4.02,0.01,1.56,1127050.08,801569.69,2041110.22
2031-05-04,9669002.85,1812481.6,198596779.2,154159148.8,50413489.11,13434819.46,2786773.43,7856521.25,3.06,0.04,0.58,553805.8,1439070.06,1092768.84
2031-05-05,6598780.3,2715250.35,435081766.5,299088694.2,75970009.65,11854525.47,6363348.69,3883529.95,3.94,0.01,0.33,1689235.5,649346.57,1040870.86
2031-05-06,3321125.44,1040940.75,212833891.9,355537653.4,75833772.37,5234293.25,2704375.7,2280184.69,4.69,0.01,0.44,1169045.3,1159404.56,1425968.22
2031-05-07,8315196.11,3924607.96,437062862.0,239306582.7,78451807.82,7325747.3,5879464.07,4390588.15,3.05,0.01,0.6,1430660.99,1368693.31,577681.47
2031-05-08,4235420.36,2095799.71,109277948.1,300667034.1,85363037.18,12578403.47,7404019.14,2139620.65,3.52,0.02,0.17,1644969.81,270371.26,1881089.67
2031-05-09,7273141.67,1574497.16,69428181.11,71908343.39,50965479.26,10427035.09,4060767.55,5698644.51,1.41,0.08,0.55,1491216.49,531401.02,2526198.61
2031-05-10,9053446.15,4541244.3,212061383.4,151965274.8,20548351.51,9230479.0,3069433.12,4512201.85,7.4,0.02,0.49,769713.99,514433.18,2721463.89
2031-05-11,3460663.65,4053643.28,124679702.9,394246193.1,18312447.53,13869539.07,1658906.22,-592979.63,21.53,0.0,-0.04,670127.46,991273.25,1331260.56
2031-05-12,2353752.02,771584.38,447087365.8,135113744.1,33494367.36,2293338.65,4848721.82,1582167.64,4.03,0.0,0.69,1376913.06,647322.5,2958019.99
2031-05-13,9287851.6,4714725.62,187137992.9,146938987.0,61986857.89,6120254.08,3397157.79,4573125.99,2.37,0.02,0.75,1626023.97,1305185.3,1596243.05
2031-05-14,1407045.6,3041785.1,228641682.7,205781176.1,45267343.59,13568873.89,7382354.58,-1634739.5,4.55,-0.01,-0.12,1929191.91,109569.43,2189082.32
2031-05-15,4961372.44,3345189.3,467150435.6,78575116.41,60119059.89,9511491.65,2554910.75,1616183.15,1.31,0.0,0.17,193108.83,817823.74,1358741.72
2031-05-16,3526951.26,2029437.34,107643085.9,387098052.0,30598791.62,2739458.17,5128956.7,1497513.93,12.65,0.01,0.55,1784531.34,1364956.54,711049.33
2031-05-17,8231328.37,4717528.19,86270681.19,111951309.5,39540979.51,9252357.78,7560007.95,3513800.18,2.83,0.04,0.38,126627.58,1318383.26,2057876.67
2031-05-18,5147008.91,2635838.94,463134448.5,336475543.2,97275126.95,13660938.76,7216668.06,2511169.97,3.46,0.01,0.18,1900927.48,596375.41,410274.66
2031-05-19,5707588.82,1726808.0,358965461.1,226816507.1,30040847.12,14074503.49,6462586.53,3980780.82,7.55,0.01,0.28,1066541.37,285165.89,1077885.9
2031-05-20,9365762.3,534032.94,109170104.0,353438617.7,45563976.77,6171109.06,6319079.41,8831729.36,7.76,0.08,1.43,1873484.94,1366721.35,809919.63
2031-05-21,5485979.79,3574616.13,101719848.7,120424980.0,16160540.73,4195160.02,1442326.19,1911363.66,7.45,0.02,0.46,263657.97,756269.69,139555.55
2031-05-22,1768127.18,2075563.67,402706303.0,313710163.1,76368347.72,9743837.71,799418.99,-307436.48,4.11,0.0,-0.03,1112805.05,477316.99,2039384.44
2031-05-23,4067231.86,705839.15,388118788.7,186058436.6,54066201.58,14297621.57,2036018.07,3361392.71,3.44,0.01,0.24,237205.05,727711.64,440916.02
2031-05-24,1913243.89,3615244.54,347616775.0,37803725.24,87222094.39,9612328.47,6325988.28,-1702000.65,0.43,0.0,-0.18,750228.5,237144.43,2041872.64
2031-05-25,1366559.22,842588.87,412245049.9,318372026.4,21671108.04,2709350.31,3327396.25,523970.35,14.69,0.0,0.19,1491964.13,866588.36,2133750.69
2031-05-26,2636920.76,1263910.57,351829540.4,230028688.8,63536264.16,8557927.24,7009847.2,1373010.19,3.62,0.0,0.16,1587216.78,397925.91,1343773.55
2031-05-27,2472903.49,2926225.75,73010921.65,338626896.9,20834882.09,4181589.74,2694913.23,-453322.26,16.25,-0.01,-0.11,200148.6,1420427.55,589617.46
2031-05-28,8794575.01,4177839.96,452295369.5,387401289.9,66042058.69,10133864.86,7715438.74,4616735.04,5.87,0.01,0.46,1135166.88,362270.96,1397091.61
2031-05-29,4480618.12,731416.16,246921405.8,249327376.5,26895016.51,12562159.67,2044850.27,3749201.96,9.27,0.02,0.3,377583.47,442491.23,1268078.05
2031-05-30,9376815.93,4421915.63,345629820.3,245553155.4,68027072.37,12948149.9,6484985.26,4954900.3,3.61,0.01,0.38,1400427.19,464090.44,2971645.35
2031-05-31,1907002.01,3276171.13,60886293.75,48970902.83,38248794.71,4629821.34,3691292.44,-1369169.12,1.28,-0.02,-0.3,1603490.36,213618.79,1164791.91
2031-06-01,2380162.63,3615962.68,218548799.2,136962416.0,17517242.32,3388409.15,2837396.87,-1235800.05,7.82,-0.01,-0.36,267470.26,861841.27,1998849.68
2031-06-02,4267740.67,3544310.24,243692334.6,49252197.48,59559704.15,9135825.21,3431880.7,723430.43,0.83,0.0,0.08,1360631.66,408099.85,770911.27
2031-06-03,2559648.88,4448573.88,316869950.4,390193888.7,44703783.33,2523711.74,4115130.05,-1888925.0,8.73,-0.01,-0.75,1366173.88,684783.14,793712.16
2031-06-04,8894804.87,1048487.42,222727497.4,254377771.0,59181268.76,3548828.74,1282348.16,7846317.45,4.3,0.04,2.21,1515026.39,1120881.61,453478.72
2031-06-05,2762120.21,528736.42,200530079.9,210229357.0,79934435.71,4123767.86,2026511.55,2233383.79,2.63,0.01,0.54,1879337.33,1327881.44,2479860.53
2031-06-06,8897248.12,4694126.47,267335992.4,321394292.1,87381520.73,9358239.52,7515458.67,4203121.65,3.68,0.02,0.45,184717.38,508106.94,448461.85
2031-06-07,3442141.29,2539799.76,282055742.5,354519609.6,55702455.76,4734141.23,6562011.58,902341.53,6.36,0.0,0.19,300735.66,1044832.17,652199.14
2031-06-08,7162580.55,3690772.34,406967607.7,218553868.8,95244531.66,8451109.88,3746299.41,3471808.22,2.29,0.01,0.41,340610.54,430639.92,242566.4
2031-06-09,6809250.66,794103.53,467637638.2,381293628.9,93536388.83,11127396.9,5957233.53,6015147.13,4.08,0.01,0.54,1248178.4,173833.6,910844.15
2031-06-10,4051268.12,2124382.54,68752805.27,74292865.31,91086480.61,10049245.56,1013305.32,1926885.58,0.82,0.03,0.19,1055463.49,1136048.58,906829.84
2031-06-11,4580700.39,3930283.11,277819726.8,60244205.67,89139719.41,14498416.06,5700331.54,650417.28,0.68,0.0,0.04,792676.21,974236.69,1222445.03
2031-06-12,6114777.43,1838070.53,104623888.2,358911415.0,66136877.64,9977292.74,3765472.43,4276706.9,5.43,0.04,0.43,947184.58,639231.29,2101218.53
2031-06-13,4498095.61,3989874.28,320267450.0,397662387.8,28388474.51,5822877.01,5190750.88,508221.33,14.01,0.0,0.09,449792.51,434581.36,843247.89
2031-06-14,1062569.17,3350651.99,416286621.3,23368048.34,22629206.64,5845713.27,6079288.9,-2288082.81,1.03,-0.01,-0.39,417012.3,579781.92,648502.22
2031-06-15,9364383.9,1960636.23,113010843.9,286433045.9,89756359.49,12081568.86,5696901.72,7403747.67,3.19,0.07,0.61,494271.84,989748.08,403515.84
2031-06-16,3178497.44,2224123.38,410691700.4,382943778.8,16927450.24,2167667.11,6117223.63,954374.07,22.62,0.0,0.44,827383.45,1083870.72,2305347.36
2031-06-17,1209447.42,981412.87,243345565.7,82984916.33,54045328.37,12908905.9,1150299.26,228034.55,1.54,0.0,0.02,384827.58,707453.53,2171723.93
2031-06-18,2884143.91,2782556.64,293314314.5,184451414.3,42630381.69,11940462.36,2821021.62,101587.27,4.33,0.0,0.01,1443733.82,1234350.39,1205325.96
2031-06-19,7245536.0,1543761.93,420090068.2,61964108.1,84912718.57,2886426.06,799609.8,5701774.07,0.73,0.01,1.98,1241016.06,388755.91,680985.48
2031-06-20,9525550.06,3729189.95,359782258.3,319931282.4,88361960.99,6292027.35,5308145.78,5796360.11,3.62,0.02,0.92,1173409.95,927353.32,2532003.21
2031-06-21,3161310.57,1963355.29,472237168.3,387473404.6,19400906.63,14553306.68,4333203.66,1197955.28,19.97,0.0,0.08,1625125.07,489651.88,1518727.12
2031-06-22,1654867.06,4389612.12,101343103.2,397436905.9,92866568.53,6549192.1,5687900.86,-2734745.07,4.28,-0.03,-0.42,1455954.54,581624.67,1047203.53
2031-06-23,1913243.89,3615244.54,347616775.0,37803725.24,87222094.39,9612328.47,6325988.28,-1702000.65,0.43,0.0,-0.18,750228.5,237144.43,2041872.64
2031-06-24,2596955.89,805266.77,273407518.6,94831767.69,78620226.28,2633033.03,3225529.49,1791689.13,1.21,0.01,0.68,1871307.08,1217385.4,2218969.13
2031-06-25,5707880.6,2744996.69,397405614.3,90731641.15,45288421.92,9482714.57,3072700.34,2962883.91,2.0,0.01,0.31,777461.95,435102.02,254960.35
2031-06-26,2380162.63,3615962.68,218548799.2,136962416.0,17517242.32,3388409.15,2837396.87,-1235800.05,7.82,-0.01,-0.36,267470.26,861841.27,1998849.68
2031-06-27,1880507.45,3165835.03,84676225.61,48729915.43,15630835.8,4812326.11,7494250.32,-1285327.59,3.12,-0.02,-0.27,634440.67,1410749.08,1241677.47
2031-06-28,1880507.45,3165835.03,84676225.61,48729915.43,15630835.8,4812326.11,7494250.32,-1285327.59,3.12,-0.02,-0.27,634440.67,1410749.08,1241677.47
2031-06-29,9086987.7,3795011.99,183441011.6,140682982.2,39397532.45,14525239.32,3050032.9,5291975.71,3.57,0.03,0.36,1650316.0,1220305.18,1273106.62
2031-06-30,4310048.19,872594.01,254469800.6,321915906.9,81661730.55,8687997.26,4592719.77,3437454.19,3.94,0.01,0.4,1548046.28,398219.81,2143031.55
2031-07-01,2162434.74,637936.26,436179673.9,36120473.32,62010200.14,3141247.08,546378.67,1524498.48,0.58,0.0,0.49,1623469.21,499549.33,328225.87
2031-07-02,4713559.09,3119767.07,121508675.5,392834618.1,25794246.46,9036511.44,5756063.14,1593792.02,15.23,0.01,0.18,1129829.07,490080.67,2535994.85
2031-07-03,4078735.74,3307366.96,204425308.9,310487476.7,62951699.89,11182835.96,6772839.33,771368.78,4.93,0.0,0.07,1057066.93,430503.32,1318972.63
2031-07-04,2008350.12,4135306.74,384617262.3,379758817.0,25138329.02,2613557.12,2970344.52,-2126956.62,15.11,-0.01,-0.81,585765.82,882264.0,1995955.98
2031-07-05,8761273.38,1612539.83,152230800.7,166054914.6,69279521.94,11880072.08,4131297.74,7148733.54,2.4,0.05,0.6,1072683.4,842591.66,1069224.48
2031-07-06,5998885.35,4983502.62,287329830.0,226908844.5,55136616.43,5983400.84,2774148.38,1015382.73,4.12,0.0,0.17,247218.89,236693.93,2449406.26
2031-07-07,9881982.43,4757519.58,417852368.8,226349341.9,71976846.64,13009533.92,6607879.41,5124462.85,3.14,0.01,0.39,1520289.21,1161209.36,1129485.84
2031-07-08,3880446.41,2698894.36,172377376.8,218154662.7,29683882.03,14863569.33,7824632.28,1181552.05,7.35,0.01,0.08,398687.38,678213.85,1028525.39
2031-07-09,4278428.75,4125515.69,436253754.6,24619573.16,41276691.58,4376574.05,3825793.27,152913.06,0.6,0.0,0.03,740703.73,50349.46,2578249.13
2031-07-10,4693571.44,1971649.23,477738973.7,247113947.4,13772369.5,7301114.45,573706.64,2721922.22,17.94,0.01,0.37,1222645.91,780353.05,1653013.56
